ao_locus_tag,kegg_gene_id,uniprot_accession,ncbi_gene_id,gene_name,function,compartment_raw
AO090701000282,aor:AO090701000282,Q2U8V1,5995204,,"DNA, SC111",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
AO090701000281,aor:AO090701000281,Q2U8V2,5995203,,RNA polymerase II holoenzyme cyclin-like subunit,
AO090701000280,aor:AO090701000280,Q2U8V3,5995202,,Ubiquitin-conjugating enzyme E2 1 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme 1),
AO090701000274,aor:AO090701000274,Q2U8V9,5995196,,beta-glucosidase (EC 3.2.1.21),
AO090701000270,aor:AO090701000270,Q2U8W2,5995193,,"DNA, SC111",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004167}; Single-pass membrane protein {ECO:0000256|ARBA:ARBA00004167}.
AO090701000265,aor:AO090701000265,Q2U8W7,5995188,,"DNA, SC111",
AO090701000263,aor:AO090701000263,Q2U8W9,5995186,,Vacuolar protein sorting-associated protein 17,
AO090701000253,aor:AO090701000253,Q2U8X6,5995179,,THO complex subunit 2,SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.
AO090701000243,aor:AO090701000243,Q2U8Y6,10100153,,UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7) (Enoylpyruvate transferase) (UDP-N-acetylglucosamine enolpyruvyl transferase),SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|ARBA:ARBA00004496}.
AO090701000230,aor:AO090701000230,Q2U8Z8,5995157,,COP9 signalosome complex subunit 6,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|RuleBase:RU367006}. Nucleus {ECO:0000256|RuleBase:RU367006}.
AO090701000225,aor:AO090701000225,Q2U903,5995152,,Probable electron transfer flavoprotein subunit beta,"SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000256|ARBA:ARBA00004305, ECO:0000256|PIRNR:PIRNR000090}."
AO090701000220,aor:AO090701000220,Q2U908,,,Carboxypeptidase (EC 3.4.16.-),"SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004609}; Lipid-anchor, GPI-anchor {ECO:0000256|ARBA:ARBA00004609}."
AO090701000218,,Q2U910,,pbn1,Protein pbn1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250}; Single-pass type III membrane protein {ECO:0000250}.
AO090701000209,aor:AO090701000209,Q2U918,5995137,,Sugar phosphate phosphatase (EC 3.1.3.-),
AO090701000206,aor:AO090701000206,Q2U920,,,4-aminobutyrate aminotransferase (EC 2.6.1.19) (GABA aminotransferase) (Gamma-amino-N-butyrate transaminase),
AO090701000201,aor:AO090701000201,Q2U924,5995131,,ferric-chelate reductase (NADPH) (EC 1.16.1.9),SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}.
AO090701000193,aor:AO090701000193,Q2U931,5995124,,Glutathione synthetase (GSH-S) (EC 6.3.2.3),
AO090701000192,aor:AO090701000192,Q2U932,35119841,,"DNA, SC111",SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.
AO090701000191,aor:AO090701000191,Q2U933,5995122,,"DNA, SC111",
AO090701000187,aor:AO090701000187,Q2U937,5995118,,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (EC 2.7.8.5),SUBCELLULAR LOCATION: Mitochondrion {ECO:0000256|RuleBase:RU365024}.
AO090701000185,aor:AO090701000185,Q2U939,5995116,,"xyloglucan-specific endo-beta-1,4-glucanase (EC 3.2.1.151) (Xyloglucanase A) (Xyloglucanendohydrolase A)",
AO090701000174,aor:AO090701000174,Q2U949,5995106,,DNA (cytosine-5-)-methyltransferase (EC 2.1.1.37),
AO090701000172,aor:AO090701000172,Q2U951,5995104,,aldehyde dehydrogenase (NAD(+)) (EC 1.2.1.3),
AO090701000168,aor:AO090701000168,Q2U954,5995101,,"ATP synthase subunit d, mitochondrial","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|ARBA:ARBA00004273, ECO:0000256|PIRNR:PIRNR005514}."
AO090701000167,aor:AO090701000167,Q2U955,5995100,egd2,Nascent polypeptide-associated complex subunit alpha (NAC-alpha) (Alpha-NAC),"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Nucleus {ECO:0000250}. Note=Predominantly cytoplasmic, may also transiently localize to the nucleus. {ECO:0000250}."
AO090701000164,aor:AO090701000164,Q2U957,5995098,,Protein YIF1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|RuleBase:RU368073}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU368073}. Golgi apparatus membrane {ECO:0000256|RuleBase:RU368073}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU368073}.
AO090701000163,aor:AO090701000163,Q2U958,5995744,,Signal recognition particle receptor subunit alpha homolog (Docking protein alpha),SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004397}; Peripheral membrane protein {ECO:0000256|ARBA:ARBA00004397}; Cytoplasmic side {ECO:0000256|ARBA:ARBA00004397}.
AO090701000154,aor:AO090701000154,Q2U965,5995090,,"Choline monooxygenase, chloroplastic (EC 1.14.15.7)",
AO090701000153,aor:AO090701000153,Q2U966,5995089,,GTPase-activating protein GYP7 (GAP for YPT7),
AO090701000149,aor:AO090701000149,Q2U968,5995087,sec16,COPII coat assembly protein sec16 (Protein transport protein sec16),SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}; Cytoplasmic side {ECO:0000250}.
AO090701000145,aor:AO090701000145,Q2U972,5995083,,Protein MAK16,SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.
AO090701000143,aor:AO090701000143,Q2U974,35119839,,RBR-type E3 ubiquitin transferase (EC 2.3.2.31),
AO090701000141,aor:AO090701000141,Q2U976,,,Mannosyl-oligosaccharide glucosidase (EC 3.2.1.106) (Glucosidase I),"SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004648, ECO:0000256|RuleBase:RU368089}; Single-pass type II membrane protein {ECO:0000256|ARBA:ARBA00004648, ECO:0000256|RuleBase:RU368089}."
AO090701000140,aor:AO090701000140,Q2U977,5995078,,Elongator complex protein 5,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|ARBA:ARBA00004496}. Nucleus {ECO:0000256|ARBA:ARBA00004123}.
AO090701000139,aor:AO090701000139,Q2U978,5995077,,Protein transport protein SEC22,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004163}; Single-pass type IV membrane protein {ECO:0000256|ARBA:ARBA00004163}. Golgi apparatus membrane {ECO:0000256|ARBA:ARBA00004409}; Single-pass type IV membrane protein {ECO:0000256|ARBA:ARBA00004409}.
AO090701000132,aor:AO090701000132,Q2U985,5995070,,"DNA, SC111",
AO090701000130,aor:AO090701000130,Q2U987,5995068,,Conserved oligomeric Golgi complex subunit 1,SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000256|ARBA:ARBA00004395}; Peripheral membrane protein {ECO:0000256|ARBA:ARBA00004395}.
AO090701000129,aor:AO090701000129,Q2U988,5995067,cdc123,Translation initiation factor eIF2 assembly protein (Cell division cycle protein 123),SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q05791}.
AO090701000127,aor:AO090701000127,Q2U990,5995065,,"DNA, SC111",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004167}; Single-pass membrane protein {ECO:0000256|ARBA:ARBA00004167}. Mitochondrion membrane {ECO:0000256|ARBA:ARBA00004325}.
AO090701000124,aor:AO090701000124,Q2U992,5995063,,"DNA, SC111",SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|ARBA:ARBA00004496}. Nucleus {ECO:0000256|ARBA:ARBA00004123}.
AO090701000122,aor:AO090701000122,Q2U994,5995061,,"DNA, SC111",SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004477}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004477}.
AO090701000120,aor:AO090701000120,Q2U996,5995059,,Pumilio homology domain family member 3,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|ARBA:ARBA00004496}.
AO090701000118,aor:AO090701000118,Q2U998,5995057,,RNA helicase (EC 3.6.4.13),
AO090701000116,aor:AO090701000116,Q2U999,5995056,,"DNA, SC111",
AO090701000115,aor:AO090701000115,Q2U9A0,,,ABC multidrug transporter atrF,SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}.
AO090701000104,aor:AO090701000104,Q2U9A8,5995047,,Store-operated calcium entry-associated regulatory factor (Transmembrane protein 66),SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004115}; Single-pass type I membrane protein {ECO:0000256|ARBA:ARBA00004115}.
AO090701000098,aor:AO090701000098,Q2U9B4,5995041,,"DNA, SC111",SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|ARBA:ARBA00004496}.
AO090701000095,aor:AO090701000095,Q2U9B7,5995038,,Enhancer of polycomb-like protein,"SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123, ECO:0000256|RuleBase:RU361124}."
AO090701000094,aor:AO090701000094,Q2U9B8,,,Calcineurin subunit B (Calcineurin regulatory subunit) (Protein phosphatase 2B regulatory subunit),
AO090701000090,aor:AO090701000090,Q2U9C0,5995035,,"Small ribosomal subunit protein uS9m (37S ribosomal protein S9, mitochondrial)",
AO090701000088,aor:AO090701000088,Q2U9C2,5995033,,Mitochondrial import inner membrane translocase subunit TIM50,SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU365079}; Single-pass membrane protein {ECO:0000256|RuleBase:RU365079}.
AO090701000087,aor:AO090701000087,Q2U9C3,5995032,rrp36,rRNA biogenesis protein rrp36 (Ribosomal RNA-processing protein 36),"SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000250}."
AO090701000084,aor:AO090701000084,Q2U9C5,5995030,,"DNA, SC111",
AO090701000082,aor:AO090701000082,Q2U9C6,5995029,loc1,60S ribosomal subunit assembly/export protein loc1,"SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000250}."
AO090701000076,aor:AO090701000076,Q2U9D2,,,Derlin,"SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004477, ECO:0000256|RuleBase:RU363059}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004477, ECO:0000256|RuleBase:RU363059}."
AO090701000070,aor:AO090701000070,Q2U9D6,,,Imidazoleglycerol-phosphate dehydratase (EC 4.2.1.19),
AO090701000066,aor:AO090701000066,Q2U9E0,,,"DNA, SC111",
AO090701000065,aor:AO090701000065,Q2U9E1,,,"Actin, gamma","SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000256|ARBA:ARBA00004245}."
AO090701000063,aor:AO090701000063,Q2U9E2,5995013,fes1,Hsp70 nucleotide exchange factor fes1,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.
AO090701000058,aor:AO090701000058,Q2U9E7,5995008,med6,Mediator of RNA polymerase II transcription subunit 6 (Mediator complex subunit 6),SUBCELLULAR LOCATION: Nucleus {ECO:0000250}.
AO090701000050,aor:AO090701000050,Q2U9F5,5995000,,intramembrane prenyl-peptidase Rce1 (EC 3.4.26.1),SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004477}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004477}.
AO090701000047,aor:AO090701000047,Q2U9F7,5994998,,leucine--tRNA ligase (EC 6.1.1.4) (Leucyl-tRNA synthetase),
AO090701000034,aor:AO090701000034,Q2U9H0,5994985,,"DNA, SC111",SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.
AO090701000031,aor:AO090701000031,Q2U9H3,5994982,,tRNA dimethylallyltransferase (EC 2.5.1.75),
AO090701000029,aor:AO090701000029,Q2U9H5,5994980,,Elongator complex protein 2,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|ARBA:ARBA00004496}. Nucleus {ECO:0000256|ARBA:ARBA00004123}.
AO090701000028,aor:AO090701000028,Q2U9H6,5994979,urm1,Ubiquitin-related modifier 1,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_03048}.
AO090701000026,aor:AO090701000026,Q2U9H8,,,Translocase of outer membrane 40 kDa subunit,SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000256|ARBA:ARBA00004374}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004374}.
AO090701000024,aor:AO090701000024,Q2U9H9,5994976,,"DNA, SC111",
AO090701000021,aor:AO090701000021,Q2U9I2,,,"DNA, SC111",
AO090701000013,aor:AO090701000013,Q2U9I9,5994966,,malate dehydrogenase (EC 1.1.1.37),
AO090701000011,aor:AO090701000011,Q2U9J1,5994964,,"DNA, SC111",SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.
AO090701000006,aor:AO090701000006,Q2U9J5,5994960,,Exocyst complex component SEC15,
AO090701000005,aor:AO090701000005,Q2U9J6,,,"DNA, SC111",SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.
AO090701000004,aor:AO090701000004,Q2U9J7,5994958,,"Small ribosomal subunit protein uS10m (37S ribosomal protein S10, mitochondrial) (Mitochondrial ribosomal small subunit protein 10)",
AO090701000003,aor:AO090701000003,Q2U9J8,5994957,,"Tryptophan--tRNA ligase, mitochondrial (EC 6.1.1.2) (Tryptophanyl-tRNA synthetase)",SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000256|ARBA:ARBA00004305}.
AO090166000117,aor:AO090166000117,Q2U9K7,5994947,,amidase (EC 3.5.1.4),
AO090166000103,aor:AO090166000103,Q2U9L4,5994940,,Amine oxidase (EC 1.4.3.-),
AO090166000092,aor:AO090166000092,Q2U9M5,5994929,,"DNA, SC166",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004370}.
AO090166000079,aor:AO090166000079,Q2U9N5,5994919,,Carboxylic ester hydrolase (EC 3.1.1.-),
AO090166000075,aor:AO090166000075,Q2U9N9,5994915,,Probable carboxypeptidase AO090166000075 (EC 3.4.17.-) (Peptidase M20 domain-containing protein AO090166000075),SUBCELLULAR LOCATION: Secreted {ECO:0000305}.
AO090166000068,aor:AO090166000068,Q2U9P6,5994908,,Terpene cyclase/mutase family member (EC 5.4.99.-),
AO090166000050,aor:AO090166000050,Q2U9R3,5994891,,Arylsulfatase (AS) (EC 3.1.6.1) (Aryl-sulfate sulphohydrolase),
AO090166000048,aor:AO090166000048,Q2U9R5,5994889,,beta-glucosidase (EC 3.2.1.21),
AO090102000650,aor:AO090102000650,Q2U9V6,5994837,,ER lumen protein-retaining receptor,"SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004477, ECO:0000256|RuleBase:RU000634}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004477, ECO:0000256|RuleBase:RU000634}."
